SubjectID,StimulusType,response,RT
6,1,1,406
6,0,0,0
6,1,1,336
6,1,1,403
6,1,1,370
6,0,0,0
6,1,1,300
6,1,1,321
6,0,0,0
6,1,1,284
6,1,1,287
6,1,1,271
6,1,1,456
6,1,1,386
6,1,1,335
6,1,1,318
6,1,1,390
6,1,1,353
6,1,1,371
6,1,1,371
6,1,1,320
6,1,1,351
6,1,1,367
6,1,1,286
6,1,1,338
6,1,1,320
6,1,1,338
6,0,1,286
6,1,1,604
6,1,1,349
6,1,1,353
6,1,1,353
6,1,1,369
6,1,1,440
6,1,1,419
6,1,1,338
6,1,1,323
6,1,1,351
6,1,1,403
6,1,1,570
6,1,1,503
6,0,0,0
6,1,1,389
6,0,0,0
6,1,1,320
6,0,0,0
6,1,1,321
6,1,1,358
6,1,1,357
6,1,1,353
6,0,0,0
6,0,0,0
6,0,0,0
6,1,1,369
6,0,0,0
6,0,0,0
6,1,1,369
6,1,1,472
6,1,1,340
6,1,1,321
6,1,1,373
6,1,1,302
6,1,1,283
6,1,1,84
6,1,1,389
6,1,1,237
6,1,1,270
6,1,1,304
6,1,1,269
6,1,1,202
6,1,1,287
6,1,1,302
6,0,1,254
6,1,1,388
6,1,1,201
6,1,1,222
6,0,0,0
6,1,1,283
6,1,1,332
6,1,1,303
6,0,0,0
6,0,0,0
6,1,1,335
6,1,1,551
6,1,1,353
6,1,1,386
6,0,0,0
6,0,0,0
6,0,0,0
6,1,1,293
6,1,1,340
6,1,1,325
6,0,1,256
6,1,1,446
6,1,1,189
6,1,1,272
6,1,1,327
6,1,1,291
6,1,1,305
6,1,1,323
